event_id,event_time,user_id,content_id,event_type,playback_position_sec
e_0000029,2026-05-26 11:24:08,u_00104,c_0045,play_abandon,6418
e_0000030,2026-05-23 07:06:23,u_00136,c_0032,play_abandon,5847
e_0000031,2026-04-09 17:17:03,u_00167,c_0008,play_start,1480
e_0000032,2026-05-16 23:24:32,u_00154,c_0045,play_resume,1007
e_0000033,2026-04-21 17:18:50,u_00011,c_0009,play_start,4607
e_0000034,2026-05-25 21:52:28,u_00066,c_0049,play_resume,2978
e_0000035,2026-04-30 02:59:45,u_00140,c_0011,play_resume,378
e_0000036,2026-04-15 06:31:52,u_00133,c_0019,play_abandon,4017
e_0000037,2026-04-24 12:21:26,u_00178,c_0021,play_abandon,1719
e_0000038,2026-04-15 22:44:58,u_00177,c_0007,play_pause,1160
e_0000039,2026-05-19 04:24:47,u_00077,c_0014,play_abandon,2941
e_0000040,2026-04-11 04:32:56,u_00072,c_0009,play_abandon,2088
e_0000041,2026-04-16 18:34:31,u_00067,c_0025,play_start,2082
e_0000042,2026-03-28 01:50:26,u_00174,c_0028,play_pause,578
e_0000043,2026-05-10 03:15:19,u_00162,c_0047,play_pause,5852
e_0000044,2026-04-15 03:07:28,u_00096,c_0037,play_abandon,1343
e_0000045,2026-05-07 10:35:59,u_00108,c_0010,play_abandon,2027
e_0000046,2026-05-20 06:52:17,u_00020,c_0018,play_abandon,3332
e_0000047,2026-04-17 21:36:02,u_00017,c_0022,play_resume,6373
e_0000048,2026-04-02 16:43:00,u_00070,c_0010,play_start,3089
e_0000049,2026-03-28 20:09:01,u_00057,c_0025,play_start,1439
e_0000050,2026-04-01 14:22:08,u_00135,c_0047,play_complete,782
e_0000051,2026-04-13 05:04:42,u_00136,c_0023,play_abandon,2220
e_0000052,2026-03-31 22:49:40,u_00156,c_0007,play_complete,1480
e_0000053,2026-04-14 06:24:22,u_00089,c_0048,play_complete,3906
e_0000054,2026-05-11 23:16:28,u_00152,c_0009,play_pause,5386
e_0000055,2026-05-03 05:12:43,u_00033,c_0010,play_start,5942
e_0000056,2026-04-12 16:16:22,u_00164,c_0024,play_complete,5789
e_0000057,2026-04-29 12:08:31,u_00118,c_0012,play_abandon,2349
e_0000058,2026-04-24 01:03:01,u_00071,c_0028,play_pause,2500
e_0000059,2026-03-28 14:33:11,u_00163,c_0006,play_resume,6924
e_0000060,2026-05-22 21:13:45,u_00024,c_0041,play_start,1352
e_0000061,2026-05-22 00:41:25,u_00148,c_0004,play_complete,6621
e_0000062,2026-04-14 07:00:14,u_00003,c_0028,play_pause,3929
e_0000063,2026-04-14 02:03:26,u_00128,c_0033,play_start,3321
e_0000064,2026-05-15 00:59:15,u_00004,c_0040,play_complete,5755
e_0000065,2026-05-05 16:12:18,u_00137,c_0048,play_abandon,5603
e_0000066,2026-04-19 09:49:17,u_00156,c_0003,play_abandon,1843
e_0000067,2026-05-04 19:27:38,u_00045,c_0005,play_start,3462
e_0000068,2026-05-17 12:52:39,u_00127,c_0025,play_pause,6813
e_0000069,2026-04-03 20:41:41,u_00139,c_0050,play_complete,2404
e_0000070,2026-05-27 00:19:24,u_00068,c_0014,play_complete,1781
e_0000071,2026-04-25 22:00:31,u_00079,c_0042,play_abandon,6949
e_0000072,2026-05-05 23:20:31,u_00125,c_0004,play_resume,2444
e_0000073,2026-05-27 12:03:14,u_00091,c_0007,play_pause,3293
e_0000074,2026-05-21 10:28:48,u_00091,c_0001,play_start,4334
e_0000075,2026-05-01 20:01:29,u_00132,c_0010,play_start,1274
e_0000076,2026-05-11 16:29:35,u_00197,c_0043,play_resume,2451
e_0000077,2026-03-31 18:25:09,u_00094,c_0028,play_resume,890
e_0000078,2026-04-04 09:49:52,u_00113,c_0043,play_resume,6120
e_0000079,2026-05-05 01:47:53,u_00112,c_0001,play_pause,2333
e_0000080,2026-05-02 10:12:39,u_00011,c_0009,play_start,1313
e_0000081,2026-03-28 08:17:43,u_00171,c_0013,play_start,3449
e_0000082,2026-04-26 02:14:52,u_00126,c_0036,play_resume,6152
e_0000083,2026-04-01 11:27:14,u_00196,c_0050,play_complete,1076
e_0000084,2026-04-07 23:51:51,u_00029,c_0007,play_resume,4096
e_0000085,2026-04-14 16:56:17,u_00004,c_0050,play_resume,3519
e_0000086,2026-05-27 10:29:42,u_00153,c_0048,play_resume,3980
e_0000087,2026-04-30 16:20:51,u_00022,c_0049,play_abandon,1530
e_0000088,2026-04-08 20:04:44,u_00064,c_0018,play_pause,5458
e_0000089,2026-04-27 01:09:09,u_00110,c_0013,play_start,5743
e_0000090,2026-04-18 18:47:06,u_00187,c_0033,play_abandon,5152
e_0000091,2026-05-13 20:51:35,u_00163,c_0010,play_start,2243
e_0000092,2026-04-30 23:20:48,u_00050,c_0010,play_start,7080
e_0000093,2026-05-01 07:40:16,u_00014,c_0025,play_pause,1816
e_0000094,2026-04-27 22:27:33,u_00087,c_0028,play_start,2492
e_0000095,2026-05-04 15:37:15,u_00029,c_0018,play_complete,2023
e_0000096,2026-05-16 22:59:57,u_00082,c_0004,play_resume,1736
e_0000097,2026-05-10 04:53:33,u_00074,c_0031,play_pause,2066
e_0000098,2026-05-06 14:52:54,u_00126,c_0024,play_start,5594
e_0000099,2026-04-02 19:38:37,u_00142,c_0050,play_resume,6086
e_0000100,2026-04-24 04:36:45,u_00200,c_0038,play_resume,1720
e_0000101,2026-05-22 20:51:20,u_00150,c_0025,play_abandon,985
e_0000102,2026-03-30 03:07:48,u_00011,c_0038,play_pause,5772
e_0000103,2026-05-23 06:20:39,u_00115,c_0007,play_resume,5942
e_0000104,2026-05-15 06:13:51,u_00122,c_0049,play_start,1047
e_0000105,2026-04-22 01:43:03,u_00050,c_0027,play_abandon,2845
e_0000106,2026-04-17 01:52:02,u_00094,c_0029,play_complete,554
e_0000107,2026-04-24 07:09:59,u_00124,c_0027,play_pause,4908
e_0000108,2026-05-19 14:57:24,u_00071,c_0045,play_start,6507
e_0000109,2026-04-10 11:28:17,u_00178,c_0013,play_abandon,7129
e_0000110,2026-05-17 09:11:28,u_00132,c_0005,play_complete,4607
e_0000111,2026-05-02 04:42:47,u_00200,c_0025,play_pause,29
e_0000112,2026-05-14 05:16:00,u_00041,c_0037,play_abandon,3730
e_0000113,2026-04-11 07:43:41,u_00129,c_0046,play_pause,2427
e_0000114,2026-04-22 20:49:46,u_00182,c_0018,play_start,4370
e_0000115,2026-05-25 03:50:04,u_00061,c_0019,play_resume,1089
e_0000116,2026-04-16 16:07:47,u_00070,c_0004,play_abandon,951
e_0000117,2026-05-05 03:21:37,u_00001,c_0042,play_resume,681
e_0000118,2026-05-11 00:51:34,u_00181,c_0036,play_abandon,2415
e_0000119,2026-04-17 23:07:38,u_00084,c_0004,play_pause,5984
e_0000120,2026-05-11 23:25:18,u_00072,c_0012,play_abandon,871
e_0000121,2026-04-13 11:18:44,u_00185,c_0048,play_abandon,4512
e_0000122,2026-05-13 13:42:47,u_00053,c_0029,play_abandon,5159
e_0000123,2026-05-18 09:45:14,u_00193,c_0026,play_complete,3019
e_0000124,2026-05-22 08:48:31,u_00038,c_0031,play_pause,6681
e_0000125,2026-04-21 08:13:49,u_00046,c_0013,play_resume,172
e_0000126,2026-04-01 18:07:35,u_00080,c_0011,play_abandon,1538
e_0000127,2026-05-23 10:44:31,u_00018,c_0010,play_complete,821
e_0000128,2026-05-19 00:11:09,u_00186,c_0034,play_start,4942
e_0000129,2026-05-03 23:52:08,u_00026,c_0025,play_start,6254
e_0000130,2026-05-19 16:10:55,u_00165,c_0003,play_resume,1168
e_0000131,2026-05-27 23:09:54,u_00161,c_0039,play_abandon,6030
e_0000132,2026-05-22 17:51:30,u_00087,c_0046,play_abandon,3639
e_0000133,2026-05-06 08:50:45,u_00042,c_0020,play_start,4452
e_0000134,2026-04-17 06:52:59,u_00178,c_0018,play_start,842
e_0000135,2026-05-21 07:03:07,u_00140,c_0019,play_complete,1161
e_0000136,2026-05-26 16:32:36,u_00001,c_0015,play_pause,2894
e_0000137,2026-05-13 02:35:17,u_00168,c_0019,play_start,4028
e_0000138,2026-05-13 20:41:38,u_00044,c_0008,play_start,5043
e_0000139,2026-05-04 21:02:58,u_00086,c_0008,play_abandon,1237
e_0000140,2026-04-24 13:21:49,u_00046,c_0028,play_complete,1230
e_0000141,2026-05-08 04:07:42,u_00171,c_0044,play_resume,7171
e_0000142,2026-03-30 08:17:37,u_00027,c_0018,play_resume,6641
e_0000143,2026-04-07 23:04:01,u_00183,c_0005,play_pause,6371
e_0000144,2026-05-07 19:35:32,u_00168,c_0010,play_complete,6673
e_0000145,2026-04-21 10:13:43,u_00018,c_0008,play_pause,740
e_0000146,2026-05-16 11:37:40,u_00083,c_0009,play_complete,3472
e_0000147,2026-05-01 04:09:20,u_00124,c_0045,play_resume,1132
e_0000148,2026-05-03 10:24:29,u_00168,c_0016,play_abandon,4372
e_0000149,2026-04-23 16:35:55,u_00127,c_0035,play_abandon,5856
e_0000150,2026-04-21 01:08:13,u_00108,c_0034,play_pause,5759
e_0000151,2026-05-04 23:46:06,u_00023,c_0016,play_start,2968
e_0000152,2026-05-19 20:56:02,u_00143,c_0031,play_resume,2956
e_0000153,2026-05-09 09:50:07,u_00200,c_0009,play_abandon,3449
e_0000154,2026-04-05 16:56:13,u_00063,c_0014,play_pause,960
e_0000155,2026-05-18 11:13:59,u_00179,c_0046,play_complete,3044
e_0000156,2026-05-21 02:22:56,u_00014,c_0045,play_complete,6860
e_0000157,2026-05-26 19:36:51,u_00153,c_0011,play_start,2007
e_0000158,2026-04-21 10:50:12,u_00020,c_0001,play_pause,3848
e_0000159,2026-04-10 07:15:41,u_00191,c_0009,play_complete,3371
e_0000160,2026-04-29 03:16:00,u_00185,c_0022,play_resume,911
e_0000161,2026-04-01 03:57:22,u_00040,c_0004,play_pause,4122
e_0000162,2026-05-02 10:16:04,u_00042,c_0001,play_complete,4539
e_0000163,2026-03-30 05:27:41,u_00183,c_0017,play_pause,3470
e_0000164,2026-05-22 07:35:52,u_00041,c_0018,play_pause,3280
e_0000165,2026-05-13 11:48:08,u_00159,c_0004,play_abandon,4956
e_0000166,2026-04-28 08:39:19,u_00020,c_0045,play_complete,6776
e_0000167,2026-05-24 12:18:33,u_00098,c_0011,play_pause,2211
e_0000168,2026-05-23 12:21:11,u_00028,c_0007,play_resume,229
e_0000169,2026-05-17 06:53:56,u_00062,c_0019,play_pause,4891
e_0000170,2026-03-30 14:47:25,u_00003,c_0049,play_pause,5229
e_0000171,2026-05-10 21:23:24,u_00009,c_0016,play_start,4618
e_0000172,2026-05-24 13:54:41,u_00124,c_0003,play_start,2921
e_0000173,2026-05-02 07:47:40,u_00193,c_0019,play_complete,5944
e_0000174,2026-04-13 02:53:39,u_00092,c_0009,play_complete,6073
e_0000175,2026-04-25 19:58:23,u_00129,c_0007,play_complete,3907
e_0000176,2026-05-09 18:50:17,u_00151,c_0003,play_complete,645
e_0000177,2026-03-28 01:45:04,u_00161,c_0006,play_pause,6614
e_0000178,2026-05-18 01:49:28,u_00175,c_0042,play_abandon,5969
e_0000179,2026-04-24 13:31:10,u_00156,c_0042,play_pause,2777
e_0000180,2026-04-18 10:57:03,u_00075,c_0024,play_complete,1958
e_0000181,2026-04-19 21:50:24,u_00054,c_0040,play_complete,797
e_0000182,2026-04-08 14:24:05,u_00004,c_0010,play_start,4087
e_0000183,2026-05-07 18:00:42,u_00025,c_0030,play_pause,558
e_0000184,2026-05-04 12:54:56,u_00072,c_0037,play_pause,5821
e_0000185,2026-05-11 08:43:12,u_00198,c_0030,play_complete,5327
e_0000186,2026-04-21 08:57:37,u_00036,c_0008,play_resume,3284
e_0000187,2026-03-30 02:51:32,u_00105,c_0040,play_resume,4198
e_0000188,2026-05-04 21:16:34,u_00160,c_0021,play_abandon,3687
e_0000189,2026-05-25 04:18:57,u_00068,c_0044,play_pause,5732
e_0000190,2026-05-18 20:41:36,u_00144,c_0001,play_pause,4670
e_0000191,2026-05-13 11:04:31,u_00103,c_0005,play_start,2858
e_0000192,2026-04-16 06:02:08,u_00120,c_0030,play_complete,893
e_0000193,2026-04-11 20:01:01,u_00022,c_0012,play_complete,6293
e_0000194,2026-05-02 13:55:40,u_00111,c_0013,play_resume,4950
e_0000195,2026-04-13 00:29:53,u_00125,c_0014,play_resume,3723
e_0000196,2026-05-18 08:50:20,u_00010,c_0035,play_pause,2622
e_0000197,2026-04-19 11:56:01,u_00146,c_0003,play_resume,6468
e_0000198,2026-05-14 22:46:05,u_00111,c_0031,play_start,6214
e_0000199,2026-05-10 15:19:49,u_00176,c_0028,play_start,1161
e_0000200,2026-05-02 21:40:05,u_00018,c_0018,play_complete,7137
e_0000201,2026-05-14 02:02:44,u_00108,c_0034,play_pause,6803
e_0000202,2026-03-31 10:38:12,u_00014,c_0006,play_resume,1347
e_0000203,2026-03-28 10:29:30,u_00051,c_0023,play_abandon,5642
e_0000204,2026-04-30 12:01:16,u_00042,c_0045,play_abandon,3187
e_0000205,2026-04-07 04:47:56,u_00003,c_0036,play_abandon,5050
e_0000206,2026-04-15 00:12:08,u_00038,c_0021,play_resume,116
e_0000207,2026-03-29 19:28:05,u_00039,c_0030,play_resume,930
e_0000208,2026-05-11 07:14:00,u_00173,c_0027,play_complete,6819
e_0000209,2026-04-29 03:22:54,u_00033,c_0041,play_start,1790
e_0000210,2026-05-01 01:25:11,u_00191,c_0013,play_pause,4922
e_0000211,2026-05-05 17:47:17,u_00097,c_0014,play_abandon,117
e_0000212,2026-05-26 14:02:41,u_00095,c_0024,play_abandon,6709
e_0000213,2026-04-26 03:30:34,u_00032,c_0045,play_complete,2881
e_0000214,2026-04-30 07:11:39,u_00091,c_0035,play_start,1440
e_0000215,2026-05-04 18:24:22,u_00118,c_0028,play_pause,4446
e_0000216,2026-05-09 02:15:17,u_00112,c_0025,play_complete,5194
e_0000217,2026-04-18 20:54:09,u_00073,c_0045,play_start,734
e_0000218,2026-04-18 10:53:29,u_00167,c_0002,play_abandon,4462
e_0000219,2026-04-29 07:22:09,u_00026,c_0041,play_start,5469
e_0000220,2026-05-14 16:10:31,u_00075,c_0027,play_abandon,3121
e_0000221,2026-04-03 08:52:38,u_00030,c_0013,play_complete,3382
e_0000222,2026-04-07 00:35:00,u_00166,c_0046,play_resume,6407
e_0000223,2026-05-09 15:03:18,u_00058,c_0033,play_resume,2518
e_0000224,2026-05-12 23:02:02,u_00107,c_0044,play_complete,267
e_0000225,2026-05-18 12:06:08,u_00004,c_0002,play_abandon,6717
e_0000226,2026-05-07 13:49:24,u_00190,c_0039,play_complete,1981
e_0000227,2026-05-15 04:18:35,u_00143,c_0026,play_start,6564
e_0000228,2026-05-19 03:35:14,u_00148,c_0028,play_pause,3302
e_0000229,2026-05-17 10:45:54,u_00082,c_0034,play_pause,4130
e_0000230,2026-04-21 11:06:12,u_00031,c_0041,play_resume,6859
e_0000231,2026-03-28 13:46:55,u_00142,c_0011,play_start,210
e_0000232,2026-04-17 05:50:59,u_00112,c_0001,play_abandon,5796
e_0000233,2026-04-21 11:58:13,u_00140,c_0006,play_pause,3716
e_0000234,2026-04-08 12:48:45,u_00163,c_0041,play_pause,2432
e_0000235,2026-04-04 16:13:11,u_00050,c_0035,play_complete,6311
e_0000236,2026-05-24 15:54:01,u_00067,c_0043,play_pause,5139
e_0000237,2026-04-20 20:52:31,u_00006,c_0041,play_abandon,1005
e_0000238,2026-05-09 15:02:49,u_00028,c_0010,play_start,633
e_0000239,2026-03-30 17:34:54,u_00127,c_0024,play_complete,6516
e_0000240,2026-05-23 08:19:56,u_00006,c_0027,play_pause,5630
e_0000241,2026-04-01 13:19:02,u_00108,c_0025,play_complete,6623
e_0000242,2026-05-08 23:02:49,u_00042,c_0012,play_abandon,5170
e_0000243,2026-05-20 13:37:30,u_00156,c_0003,play_abandon,4915
e_0000244,2026-05-17 07:12:44,u_00140,c_0001,play_start,1579
e_0000245,2026-04-23 23:26:28,u_00156,c_0002,play_pause,1771
e_0000246,2026-03-31 17:58:40,u_00094,c_0008,play_pause,1800
e_0000247,2026-04-13 19:42:43,u_00022,c_0047,play_complete,1632
e_0000248,2026-04-12 06:18:42,u_00024,c_0023,play_complete,6104
e_0000249,2026-04-25 11:00:48,u_00127,c_0028,play_resume,1416
e_0000250,2026-04-03 01:42:35,u_00051,c_0044,play_start,4781
e_0000251,2026-05-08 18:09:47,u_00197,c_0038,play_complete,3550
e_0000252,2026-04-19 00:42:08,u_00115,c_0028,play_resume,5102
e_0000253,2026-05-03 10:47:24,u_00028,c_0039,play_resume,3063
e_0000254,2026-04-29 18:03:58,u_00162,c_0005,play_abandon,2073
e_0000255,2026-05-09 04:07:04,u_00151,c_0027,play_abandon,2885
e_0000256,2026-05-20 18:08:40,u_00102,c_0002,play_complete,6479
e_0000257,2026-05-12 21:46:18,u_00048,c_0023,play_resume,3047
e_0000258,2026-05-07 20:59:40,u_00038,c_0050,play_start,5872
e_0000259,2026-04-28 05:09:40,u_00085,c_0014,play_pause,4600
e_0000260,2026-05-09 04:46:27,u_00017,c_0025,play_pause,843
e_0000261,2026-04-12 04:03:09,u_00144,c_0018,play_start,4701
e_0000262,2026-04-14 10:39:08,u_00166,c_0027,play_resume,1623
e_0000263,2026-04-06 08:28:58,u_00051,c_0004,play_resume,3450
e_0000264,2026-04-29 18:21:40,u_00031,c_0008,play_abandon,3136
e_0000265,2026-05-26 14:58:19,u_00061,c_0037,play_abandon,38
e_0000266,2026-05-19 11:57:03,u_00119,c_0019,play_abandon,4321
e_0000267,2026-04-16 23:55:30,u_00011,c_0022,play_start,6798
e_0000268,2026-05-08 15:39:12,u_00107,c_0047,play_resume,3279
e_0000269,2026-04-08 13:28:21,u_00021,c_0036,play_start,3222
e_0000270,2026-04-28 08:05:19,u_00077,c_0045,play_start,6906
e_0000271,2026-05-21 23:45:57,u_00096,c_0040,play_start,1136
e_0000272,2026-04-02 01:13:33,u_00027,c_0021,play_pause,1394
e_0000273,2026-04-11 12:07:03,u_00023,c_0013,play_abandon,40
e_0000274,2026-05-11 22:52:57,u_00177,c_0004,play_resume,614
e_0000275,2026-04-13 04:09:09,u_00068,c_0022,play_complete,2211
e_0000276,2026-03-29 19:22:31,u_00179,c_0011,play_start,1034
e_0000277,2026-04-09 05:03:06,u_00082,c_0010,play_complete,5217
e_0000278,2026-05-20 07:26:45,u_00115,c_0043,play_abandon,3915
e_0000279,2026-05-10 13:10:14,u_00170,c_0032,play_complete,1850
e_0000280,2026-04-08 14:14:55,u_00024,c_0017,play_resume,4575
e_0000281,2026-04-16 00:05:47,u_00063,c_0043,play_start,615
e_0000282,2026-05-14 23:17:47,u_00127,c_0004,play_complete,6705
e_0000283,2026-04-26 20:38:47,u_00099,c_0013,play_abandon,6239
e_0000284,2026-04-03 13:11:41,u_00136,c_0033,play_complete,5368
e_0000285,2026-05-21 19:45:02,u_00040,c_0033,play_resume,3158
e_0000286,2026-04-25 17:10:35,u_00116,c_0040,play_pause,562
e_0000287,2026-05-17 02:40:05,u_00072,c_0028,play_abandon,5311
e_0000288,2026-04-28 20:12:53,u_00027,c_0010,play_pause,135
e_0000289,2026-05-10 23:29:18,u_00118,c_0012,play_abandon,3708
e_0000290,2026-05-20 06:54:38,u_00091,c_0017,play_complete,1737
e_0000291,2026-04-25 10:27:39,u_00039,c_0026,play_start,3615
e_0000292,2026-05-21 22:18:36,u_00070,c_0024,play_complete,1588
e_0000293,2026-05-02 18:21:43,u_00076,c_0013,play_abandon,4976
e_0000294,2026-04-30 20:16:57,u_00127,c_0034,play_pause,909
e_0000295,2026-05-24 22:23:43,u_00057,c_0008,play_pause,539
e_0000296,2026-05-10 16:03:21,u_00137,c_0007,play_complete,3210
e_0000297,2026-05-13 00:07:04,u_00101,c_0007,play_resume,4056
e_0000298,2026-04-07 17:37:20,u_00053,c_0011,play_resume,5782
e_0000299,2026-04-11 23:53:49,u_00153,c_0019,play_abandon,5738
e_0000300,2026-04-10 14:05:02,u_00160,c_0031,play_pause,1394
e_0000301,2026-05-23 18:48:39,u_00081,c_0044,play_complete,1161
e_0000302,2026-04-27 10:38:59,u_00004,c_0043,play_pause,2161
e_0000303,2026-04-14 23:21:38,u_00020,c_0011,play_complete,4777
e_0000304,2026-04-02 16:29:53,u_00001,c_0032,play_start,6708
e_0000305,2026-04-14 14:06:46,u_00005,c_0037,play_abandon,4121
e_0000306,2026-05-18 20:53:41,u_00043,c_0049,play_resume,3707
e_0000307,2026-05-05 06:43:18,u_00126,c_0048,play_complete,2076
e_0000308,2026-05-27 12:40:15,u_00094,c_0030,play_resume,4242
e_0000309,2026-04-03 04:29:53,u_00199,c_0043,play_resume,5617
e_0000310,2026-04-17 23:50:34,u_00133,c_0047,play_pause,5401
e_0000311,2026-04-26 23:44:24,u_00037,c_0023,play_complete,2944
e_0000312,2026-05-22 17:01:36,u_00053,c_0048,play_start,2243
e_0000313,2026-04-23 09:03:27,u_00161,c_0044,play_pause,2173
e_0000314,2026-04-01 13:34:23,u_00174,c_0023,play_complete,2263
e_0000315,2026-05-25 05:26:16,u_00080,c_0013,play_resume,6833
e_0000316,2026-04-30 09:23:10,u_00157,c_0008,play_resume,2362
e_0000317,2026-04-26 02:50:31,u_00029,c_0001,play_pause,4285
e_0000318,2026-04-22 02:49:41,u_00075,c_0040,play_complete,2361
e_0000319,2026-05-27 09:57:47,u_00017,c_0019,play_resume,6762
e_0000320,2026-05-24 08:41:00,u_00152,c_0008,play_complete,2885
e_0000321,2026-05-24 15:51:38,u_00170,c_0001,play_resume,6432
e_0000322,2026-04-08 06:50:55,u_00129,c_0043,play_resume,1168
e_0000323,2026-04-30 05:01:55,u_00188,c_0013,play_resume,1792
e_0000324,2026-03-29 12:44:09,u_00009,c_0031,play_complete,3461
e_0000325,2026-03-31 15:01:41,u_00103,c_0007,play_abandon,2545
e_0000326,2026-04-30 02:03:40,u_00045,c_0037,play_abandon,1140
e_0000327,2026-05-15 15:51:34,u_00175,c_0050,play_abandon,1634
e_0000328,2026-05-22 14:23:01,u_00078,c_0020,play_complete,4471
e_0000329,2026-04-07 10:53:52,u_00047,c_0025,play_abandon,3620
e_0000330,2026-04-25 02:14:38,u_00178,c_0021,play_complete,2901
e_0000331,2026-05-01 10:30:59,u_00110,c_0030,play_abandon,216
e_0000332,2026-05-22 19:20:02,u_00197,c_0027,play_resume,6444
e_0000333,2026-04-25 12:51:21,u_00063,c_0038,play_abandon,4633
e_0000334,2026-04-09 11:51:35,u_00076,c_0004,play_start,3791
e_0000335,2026-04-28 22:54:57,u_00196,c_0034,play_resume,6798
e_0000336,2026-05-06 04:53:08,u_00167,c_0007,play_resume,4632
e_0000337,2026-05-06 22:52:13,u_00124,c_0045,play_abandon,5524
e_0000338,2026-04-12 22:15:47,u_00131,c_0048,play_abandon,1180
e_0000339,2026-04-26 19:45:03,u_00144,c_0048,play_pause,2464
e_0000340,2026-04-11 23:08:29,u_00161,c_0020,play_abandon,5634
e_0000341,2026-05-23 23:50:22,u_00052,c_0008,play_start,4258
e_0000342,2026-05-14 20:29:59,u_00025,c_0016,play_abandon,3635
e_0000343,2026-03-29 20:40:35,u_00101,c_0004,play_complete,1507
e_0000344,2026-05-11 04:16:32,u_00061,c_0035,play_abandon,1009
e_0000345,2026-04-17 23:48:51,u_00111,c_0010,play_pause,1398
e_0000346,2026-04-13 06:47:30,u_00131,c_0048,play_complete,2375
e_0000347,2026-05-21 05:28:37,u_00075,c_0043,play_resume,3204
e_0000348,2026-04-06 20:30:34,u_00099,c_0045,play_complete,1213
e_0000349,2026-04-28 20:23:36,u_00008,c_0019,play_start,4755
e_0000350,2026-04-16 03:02:18,u_00078,c_0003,play_abandon,3641
e_0000351,2026-05-19 09:03:14,u_00011,c_0023,play_complete,2268
e_0000352,2026-05-05 07:05:05,u_00003,c_0011,play_abandon,1726
e_0000353,2026-04-24 11:27:56,u_00090,c_0046,play_pause,5373
e_0000354,2026-04-16 00:23:39,u_00039,c_0023,play_complete,5858
e_0000355,2026-04-07 02:40:01,u_00036,c_0018,play_complete,558
e_0000356,2026-05-03 08:21:18,u_00166,c_0031,play_pause,4718
e_0000357,2026-04-08 02:26:44,u_00182,c_0033,play_pause,5716
e_0000358,2026-04-20 12:22:21,u_00083,c_0038,play_complete,553
e_0000359,2026-04-03 00:49:46,u_00012,c_0002,play_start,5449
e_0000360,2026-03-29 02:29:40,u_00028,c_0032,play_pause,6322
e_0000361,2026-05-21 18:13:03,u_00188,c_0016,play_complete,6191
e_0000362,2026-05-24 04:43:53,u_00108,c_0005,play_start,6937
e_0000363,2026-04-29 12:21:20,u_00192,c_0005,play_start,1425
e_0000364,2026-04-13 09:35:52,u_00083,c_0007,play_abandon,4558
e_0000365,2026-05-11 08:31:17,u_00052,c_0013,play_resume,1847
e_0000366,2026-05-17 10:07:27,u_00052,c_0048,play_pause,704
e_0000367,2026-04-17 02:53:47,u_00150,c_0002,play_start,6635
e_0000368,2026-05-04 10:23:26,u_00036,c_0001,play_start,2791
e_0000369,2026-04-11 00:18:27,u_00048,c_0044,play_complete,1557
e_0000370,2026-04-05 08:27:38,u_00054,c_0037,play_resume,5066
e_0000371,2026-04-06 21:31:33,u_00144,c_0009,play_complete,7159
e_0000372,2026-05-22 19:09:27,u_00019,c_0037,play_resume,826
e_0000373,2026-05-13 22:21:26,u_00031,c_0032,play_resume,184
e_0000374,2026-03-29 15:35:15,u_00058,c_0019,play_resume,556
e_0000375,2026-05-23 06:23:45,u_00041,c_0019,play_abandon,5007
e_0000376,2026-05-02 04:56:26,u_00129,c_0020,play_start,4774
e_0000377,2026-04-16 23:57:39,u_00121,c_0017,play_complete,2137
